NCM,Produto,Qtd refs.,Situação (benefício),Dispositivo legal (RICMS-SP),cBenef sugerido,CST provável,"Existe benefício na lei, mas NÃO se aplica a esta venda",Observação
4061090,REQUEIJAO VIGOR CREMOSO TRADICIONAL 200G,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4062000,QUEIJO PARMESAO RALADO RELIQUIA DA CANASTRA 50G.,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4062000,QUEIJO PARMESAO RALADO VALE DA CANASTRA 40G,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4062000,QUEIJO RALADO IPANEMA PARMESAO 40G,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4062000,QUEIJO RALADO PARMESAO KG,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4062000,QUEIJO RALADO VIGOR 50G,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4063000,QUEIJO POLENGUINHO TRADICIONAL 17G,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4069020,QUEIJO MINAS PADRAO KG,1,Sem benefício identificado,-,,00/60,"Art. 39, Anexo II (redução p/ fabricante/atacadista) — não se aplica à venda a consumidor final","Queijos foram excluídos do art. 3º, IX do Anexo II pelo Decreto 53.631/2008. Tributação normal. (O art. 39, Anexo II também lista laticínios do capítulo 4, mas só vale p/ fabricante/atacadista vendendo fora do consumidor final — não se aplica à sua loja.)"
4081900,MAT PRIMA GEMA FLEISCHEGGS KG,1,Sem benefício identificado,-,,00/60,,Ovo integral/gema líquida industrializados: sem benefício expresso identificado na cesta básica.
4081900,O GEMA OVO FLEISCHEGGS 1KG,1,Sem benefício identificado,-,,00/60,,Ovo integral/gema líquida industrializados: sem benefício expresso identificado na cesta básica.
4089900,MAT PRIMA OVO INTEGRAL FLEISCHEGGS 1L,1,Sem benefício identificado,-,,00/60,,Ovo integral/gema líquida industrializados: sem benefício expresso identificado na cesta básica.
4089900,O OVO INTEGR. FLEISCHEGGS 1KG,1,Sem benefício identificado,-,,00/60,,Ovo integral/gema líquida industrializados: sem benefício expresso identificado na cesta básica.
44029000,CARVAO DU VEIO SACO 3KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
44029000,CARVAO DU VEIO SACO 7KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
44029000,CARVÃO GRANDE DO VEIO 10KG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48025610,PAPEL A4 CHAMEX 500F,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48115929,PM.2257 FOLHA DE PAPEL METALIZADA 30X38 KR35GR GRUPO DALL AGNOL,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48131000,PAPEL PARA CIGARRO SEDA BEM BOLADO POP KING SIZ LG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48131000,PAPEL PARA CIGARRO SEDA BEM BOLADO POP KING SIZE SLIM,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48131000,PAPEL PARA CIGARRO SMOKING BROWN 25UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48131000,PAPEL PARA CIGARRO SMOKING MASTER GD 50UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48131000,PAPEL PARA CIGARRO SMOKING MASTER PEQ,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48181000,PAPEL HIG ROLAO 100% CELULOSE 8X300MT,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48182000,LENCO DE PAPEL KLEENEX DE BOLSO C/ 10UN.,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48182000,PAPEL TOALHA INTERFOLHA 20 X 20 X C/1000 - 100% CE,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48183000,GUARDANAPO SANTEPEL 33X30CM,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48191000,CAIXA DE PIZZA ITALIANINHA COM FUNDO LAMINADO OCTOGONAL 25CM - PCT 50UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48194000,SKBM.2257 SACO 1KG 10X25X6 KRB30GR GRUPO DALL AGNOL,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48194000,SKBM.2257A SACO 3KG 15X33X8 KRB30GR GRUPO DALL AGNOL,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48194000,SKBM.2257B SACO 5KG 18X37X9 KRB30GR GRUPO DALL AGNOL,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48194000,"SKBM.2257C SACO 7,5 20X47X11 KRB30GR GRUPO DALL AGNOL",1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48232099,FILTRO DE CAFE MELITTA 102 30UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
48232099,FILTRO DE CAFE MELITTA MAX 103 GRANDE.,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
49019900,ALBUM BROCHURA CP 26,2,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
49019900,ENVELOPE C7 FIGURINHAS CP 26,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
56012190,COTONETE JOHNSONS 75UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
56012291,FILTRO PARA CIGARRO ENROLAR PAPELITO SLIM,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
56012291,FILTRO PARA CIGARRO ENROLAR PAPELITO TRAD 6MM,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
56031290,PANO AZUL LIFE CLEAN 28X300 M 1 ROLO,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
56031290,"PANO VERDE MBFLEX 35G 0,28X240M 600 PC",1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
62101000,TOUCA BCA SANFONADA PROTDESC 100 PC,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
63071000,SACO ALVEJADO PADRAO GG,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
64039190,BOTINA ELASTICO CALBRAS BIDENSIDADE BIQ. PVC 4111 CBEX C.A 47572 NO39,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
64039190,BOTINA ELASTICO CALBRAS BIDENSIDADE BIQ. PVC 4111 CBEX C.A 47572 NO41,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
64039190,BOTINA ELASTICO CALBRAS BIDENSIDADE BIQ. PVC 4111 CBEX C.A 47572 NO42,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
64039990,BOTINA ELASTICO MARLUVAS BIDENSIDADE 95B19BP S/B 40 C.A 41419,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
68053090,ESPONJA SCOTCH BRITE LIMPEZA PESADA 1UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
73231000,ESPONJA ACO INOX ESFREBOM,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
76169900,"TAMPA DISPOSITIVO DE DESCARGA SELADA 4"" LATAO",1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
8011100,COCO RALADO MAIS COCO 100G,1,Sem benefício (produto industrializado),-,,00/60,,"Coco ralado/em flocos já não está em ""estado natural"", perde a isenção do art. 36 Anexo I."
8011100,MAT PRIMA COCO FLOCOS E RALADO KG,1,Sem benefício (produto industrializado),-,,00/60,,"Coco ralado/em flocos já não está em ""estado natural"", perde a isenção do art. 36 Anexo I."
82142000,CORTADOR DE UNHA TRIM PES,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
82142000,CORTADOR UNHA TRIM MAOS,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
84142000,INFLADOR BALAO INFLADOR DE BALOES MAQUINA DE ENCHER BALAO,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
84818011,VALV PIA AMERICANA ACO INOX 3.1/2 (7240) CENSI,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85044010,CARREGADOR CONNECT TOMADA USB SEM CABO,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85044010,CARREGADOR CONNECT ULTRA RAPIDO TIPO C,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85044010,CARREGADOR DEVIA SMART SERIES 20W USB C,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85044010,"CARREGADOR FAM VEICULAR 2 USB 2,4A FCA-V242",1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85044010,CARREGADOR FAM VEICULAR MINI USB TPC 30W,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85044010,"CARREGADOR FAM VEICULAR USB TPC 52,5W",1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061019,PILHA ALCALINA DURACELL C2.,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061019,PILHA ALCALINA DURACELL D2.,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061019,PILHA DURACELL AA 2UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061019,PILHA DURACELL ALCALINA AA2,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061019,PILHA RAYOVAC 12V V23GA,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061031,BATERIA DURACELL ALCALINA 9V,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061031,BATERIA DURACELL LITIO METALICO CR 2032,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061031,BATERIA RAYOVAC 9 VOLTS 1UN,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85061039,PILHA RAYOVAC LITHIUM CR2032,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85065010,PILHA RAYOVAC LITHIUM CR2025,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
85068090,PILHA RAYOVAC C2,1,Sem benefício identificado (tributação normal / possível ICMS-ST),-,,00/60/61,,"Não foi identificado dispositivo de isenção, redução, diferimento ou suspensão do RICMS-SP para este item. Muitos produtos industrializados (chocolates, biscoitos recheados, salgadinhos, sorvetes, refrigerados diversos) estão sujeitos a ICMS-ST, que dispensa cBenef na revenda (CST 60/61)."
